,Date,Open,Close,Return,Next Return
0,2020-12-28 00:00:00+05:30,177.36645099328328,183.57427978515625,0.03500001695420999,-0.06383384294821225
1,2020-12-29 00:00:00+05:30,185.2494096578986,180.7167053222656,-0.024468117571891813,0.02840687025015617
2,2020-12-30 00:00:00+05:30,180.61818217083373,181.3079376220703,0.0038188594467426797,0.057307668832632094
3,2020-12-31 00:00:00+05:30,182.29331213992432,181.0123291015625,-0.007027043523015098,0.029964582294437173
4,2021-01-01 00:00:00+05:30,182.539636434077,183.7220764160156,0.006477716319795654,-0.022297317917282566
5,2021-01-04 00:00:00+05:30,189.1908862571379,188.402587890625,-0.004166682561238592,-0.06952319615822458
6,2021-01-05 00:00:00+05:30,184.2640348486265,190.42259216308597,0.03342245989304829,-0.03812951835797004
7,2021-01-06 00:00:00+05:30,191.2108841793016,192.4918670654297,0.006699319924314046,0.027136330414938025
8,2021-01-07 00:00:00+05:30,194.1177420777444,193.82212829589844,-0.0015228581307501733,-0.039502516584026925
9,2021-01-08 00:00:00+05:30,196.2362705309536,195.2016448974609,-0.005272346598787825,0.03457842571954723
10,2021-01-11 00:00:00+05:30,196.87676354617523,216.8797607421875,0.10160161532379516,0.10093932636368494
11,2021-01-12 00:00:00+05:30,225.4524779050209,234.32080078125,0.03933566381100124,-0.024896823339455705
12,2021-01-13 00:00:00+05:30,239.74032471901208,238.9520263671875,-0.003288134162446411,-0.013909906059017124
13,2021-01-14 00:00:00+05:30,239.44470996473956,241.5632476806641,0.00884771150816615,-0.039525692433097226
14,2021-01-15 00:00:00+05:30,242.74572287085448,256.59014892578125,0.05703262612084119,0.052986340334467766
15,2021-01-18 00:00:00+05:30,258.56087287217844,242.05593872070312,-0.06383384294821225,-0.035311554588974475
16,2021-01-19 00:00:00+05:30,248.01742171610272,255.0628204345703,0.02840687025015617,0.010443939614658261
17,2021-01-20 00:00:00+05:30,256.1959954586646,270.87799072265625,0.057307668832632094,-0.003527047813339202
18,2021-01-21 00:00:00+05:30,277.874118594172,286.20050048828125,0.029964582294437173,-0.003980976394318291
19,2021-01-22 00:00:00+05:30,291.66930628608344,285.1658630371094,-0.022297317917282566,0.008777221398475433
20,2021-01-25 00:00:00+05:30,295.5122078308458,274.9672546386719,-0.06952319615822458,-0.020101251475213185
21,2021-01-27 00:00:00+05:30,273.93265201754406,263.4877319335937,-0.03812951835797004,0.009480140989344379
22,2021-01-28 00:00:00+05:30,255.9988995398967,262.9457702636719,0.027136330414938025,-0.024736085089083756
23,2021-01-29 00:00:00+05:30,269.3999407136682,258.7579650878906,-0.039502516584026925,-0.03255813953488392
24,2021-02-01 00:00:00+05:30,266.4438350967084,275.65704345703125,0.03457842571954723,-0.02375218804823662
25,2021-02-02 00:00:00+05:30,288.4668256017398,317.58447265625,0.10093932636368494,0.052272747089336484
26,2021-02-03 00:00:00+05:30,334.4342921645037,326.1079406738281,-0.024896823339455705,-0.012411853951825317
27,2021-02-04 00:00:00+05:30,325.8615920734364,321.3288879394531,-0.013909906059017124,0.02366322173159187
28,2021-02-05 00:00:00+05:30,324.0879373395929,311.27813720703125,-0.039525692433097226,-0.003086419753086298
29,2021-02-08 00:00:00+05:30,314.2835154672369,330.9362487792969,0.052986340334467766,-0.00545616194686428
30,2021-02-09 00:00:00+05:30,332.06942396875513,320.3435363769531,-0.035311554588974475,0.04535832913912727
31,2021-02-10 00:00:00+05:30,320.78692772887786,324.13720703125,0.010443939614658261,-0.0005735939203595487
32,2021-02-11 00:00:00+05:30,321.27959182164875,320.1464233398437,-0.003527047813339202,-0.004694764211404591
33,2021-02-12 00:00:00+05:30,321.7723009422089,320.4913330078125,-0.003980976394318291,-0.02810162599845855
34,2021-02-15 00:00:00+05:30,325.565958452078,328.42352294921875,0.008777221398475433,-0.030920060331824956
35,2021-02-16 00:00:00+05:30,330.8869597614716,324.2357177734375,-0.020101251475213185,-0.031048189255898247
36,2021-02-17 00:00:00+05:30,322.2157351440368,325.2703857421875,0.009480140989344379,0.004218769073486432
37,2021-02-18 00:00:00+05:30,326.6498943164808,318.5698547363281,-0.024736085089083756,-0.025928143135028916
